HABERLER,ETIKET
İtalya Serie A ekiplerinden Inter'in başarılı orta saha oyuncusu Wesley Sneijder'in Twitter kullanması yasaklandı.,Spor
Fenerbahçe'den olaylı bir şekilde ayrılan Alex de Souza'nın Kadıköy Şükrü Saracoğlu Stadı'ndaki locasından Limassol maçında özel bir isim vardı.,Spor
"Galatasaray'ın Toulouse'dan kiraladığı Umut Bulut, sezon sonunda sarı-kırmızılı takımda kalmak istediğini açıkladı.",Spor
Trabzonspor'un Fildişi Sahili'li oyuncuları Didier Zokora ve Soulaymane Bamba'ya milli görev.,Spor
Fenerbahçe'nin Avrupa Ligi C Grubu 4. maçında AEL Limassol'u 2-0 yenerek Avrupa Ligi'nin dışında bırakması Rumların moralini çok bozdu. ,Spor
"Fırtına, Elazığ'da buz kesti! Süper Lig'in 19. haftasında Sanica Boru Elazığspor deplasmanına konuk olan Trabzonspor sahadan 3-1 mağlup ayrıldı. ",Spor
"Spor Toto Süper Lig'in 19. haftasında lider Galatasaray ile ikinci sıradaki Beşiktaş, zirve yarışında büyük önem taşıyan 2013'ün ilk derbisinde karşı karşıya gelecek.",Spor
"Spor Toto 2. Lig Beyaz Grup'ta İnegölspor, deplasmanda Tokatspor'u 2-0 yendi.",Spor
"16 yaş altı milli takımlar arasında düzenlenen Mercedes-Benz Ege Kupası'nda Danimarka, Çek Cumhuriyeti'ni 4-2 yendi.",Spor
"PTT 1. Lig'in 19. haftasında Karşıyaka, seyircisiz oynanan karşılaşmada Şanlıurfaspor'u 78. dakikada Banahene'nin golüyle yenmeyi başardı.",Spor
"PTT 1. Lig'de Denizlispor, Gaziantep Büyükşehir Belediyespor'u 2-1 mağlup etti.",Spor
"Ziraat Türkiye Kupası A Grubu 5inci hafta maçında 1461 Trabzon ile deplasmanda karşılaşacak olan Bursaspor, hazırlıklarına ara vermeden başladı.",Spor
Trabzonspor Başkanı Sadri Şener Teknik Direktör Şenol Güneş'in istifasını kabul etti. Yarından itibaren yeni teknik direktör arayışlarına başlanacak.,Spor
"Trabzonspor Teknik Direktörü Şenol Güneş, Elazığspor karşısında alınan mağlubiyetin ardından istifa etti.",Spor
"Galatasaray, ünlü golcü Didier Drogba ile 1.5 yıllık kesin anlaşmaya vardı.",Spor
"TKBLnin 15. hafta mücadelesinde deplasmanda Edremit Belediyesine konuk olan Kayseri Kaski, maçtan 70-74 galip ayrıldı.",Spor
"Türkiye Kadınlar Basketbol Ligi'nde (TKBL) TED Ankara Kolejliler, deplasmanda Canik Belediyespor'u 59-54 yendi.",Spor
"Son dönemde hakkında sayısız transfer haberi çıkan Interli oyuncu Wesley Sneijder, zorlu Lazio maçı öncesi yine kadroya alınmadı.",Spor
"Fenerbahçe'nin başarılı oyuncusu Sezer Öztürk, Galatasaray derbisi öncesinde açıklamalar yapıyor.",Spor
"Spor Toto Süper Lig'de pazar akşamı oynanacak, tüm Türkiye'nin merakla beklediği Galatasaray-Fenerbahçe derbisi öncesi bir araya gelen 2 kulübün Salihli'deki taraftarları dostluk mesajları verdi.",Spor
FIFA kokartlı hakemimiz Cüneyt Çakır'a önemli bir görev daha. Japonya'da düzenlenen Dünya Kulüpler Şampiyonası Finali'ni Cüneyt Çakır yönetecek.,Spor
İtalyan devi Inter'in takımdan ayrılmasına kesin gözüyle bakılan Hollandalı oyuncunun yerini Arda ile doldurmayı düşündüğü ortaya çıktı.,Spor
"Turkish Airlines Euroleague'de grubunu üçüncü sırada bitirmeyi daha önceden garantilemiş olan Beşiktaş, TOP 16 öncesindeki son maçında Lietuvos Rytas'ı 66-65 yendi.",Spor
"Beko Basketbol Ligi takımlarından Royal Halı Gaziantep Büyükşehir Belediye, müthiş bir transfere imza atarak Olimapikos'un yıldız oyuncusu Joey Dorsey'i kadrosuna kattı.",Spor
"Türkiye Kadınlar Basketbol Ligi'nde (TKBL), sezonun ilk derbisinde Galatasaray ile Beşiktaş yarın karşı karşıya gelecek.",Spor
"Dinamo Kiev Teknik Direktörü Alexander Khatskevich, Hırvat Stoper Domagoj Vida hakkında açıklamalarda bulundu.",Spor
"Evra, Guimaraes maçı öncesi kendi taraftarına uçan tekme atınca Marsilya sözleşmesini fesh etmişti.",Spor
"Beşiktaş'ta hakeme ettiği küfür sonrasında 6 maç ceza alan Caner Erkin, yaptığı işten bin pişman oldu.",Spor
"Milli Takım Teknik Direktörü Mircea Lucescu, Arnavutluk yenilgisi sonrası TFF Başkanı Yıldırım Demirören tarafından İstanbul'a çağrıldı.",Spor
"Dünya Kupası elemelerinde İsveç, 1-0 kazandığı ilk maçın rövanşında İtalya deplasmanında 0-0 beraberlik elde edip Rusya'daki Dünya Kupası'na gitmeye hak kazandı. ",Spor
"İngiltere basını, Fenerbahçe'nin Brezilyalı orta sahası Josef de Souza hakkında flaş bir transfer iddiası ortaya attı.",Spor
"İtalyan basını, Paraguaylı stoperin ocak ayında kesin olarak Milan'dan ayrılacağını açıkladı. ",Spor
"Çağlar Söyüncü Freiburg'da, Cengiz Ünder Roma'da... Türk futbolunun genç yetenek fabrikası Altınordu'da şimdi de 17 yaşındaki kaleci Berke Özer, Avrupa yolunda...",Spor
"Aytemiz Alanyaspor'dan Emre Akbaba'yı gözüne kestiren Galatasaray, 2.5 milyon Euro'luk bonservis talebi sonrası pazarlık sürecini başlattı.",Spor
"Milli Takım teknik direktörü Mircea Lucescu, Arnavutluk maçı sonrası basın toplantısında önemli açıklamalarda bulundu. ",Spor
"Fenerbahçe'ye Valbuena'yı satan Lyon, bu kez de Jordan Ferri'yi önerdi.",Spor
"Medipol Başakşehir'in orta saha oyuncusu Kerim Frei, A Milli Futbol Takımı'ndan davet beklediğini ve yeniden ay-yıldızlı formayı giymek istediğini söyledi.",Spor
"Süper Lig'e milli maçlar nedeniyle verilen aradan sonra cuma günü Beşiktaş'a konuk olacak Teleset Mobilya Akhisarspor'da sakatlığı nedeniyle uzun süredir takımdan ayrı kalan Olcan Adın, ilk 11'e dönecek.",Spor
"Sezon başında Burak, Kucka ve Sosa gibi önemli yıldızları kadrosuna katan Trabzonspor, devre arası transfer dönemi için çalışmalarını sürdürüyor. ",Spor
Galatasaray Yönetimi'nde transfer çalışmaları hız kazanıyor. Sarı-Kırmızılılar bu hafta içinde Avrupa'nın çeşitli ülkelerinde transfer girişiminde bulunacak.,Spor
"Amerikan Basketbol Ligi'nde (NBA) Orlando Magic'i 110-100 yenen Golden State Warriors, art arda 7. galibiyetini aldı.",Spor
"Trabzonspor Basketbol Takımı, Galatasaray maçı hazırlıklarını sürdürüyor",Spor
"Galatasaray Odeabank Erkek Basketbol Takımı, ULEB Avrupa Kupası B Grubu'ndaki 6. maçında yarın Almanya'nın Bayern Münih takımına konuk olacak.",Spor
"Profesyonel Tenisçiler Birliği (ATP) Finalleri'nde mücadele eden dünya 1 numarası Rafael Nadal, sakatlığı sebebiyle turnuvadan çekildiğini ve sezonu kapattığını açıkladı.",Spor
"Teniste, kadın milli takımlar düzeyinde yapılan FED Kupası'nı, Belarus'u 3-2 yenen ABD kazandı.",Spor
"Arnavutluk ile oynanan özel maçta sahadan 3-2'lik mağlubiyetle ayrılan A Milli Takım'da, teknik direktör Mircea Lucescu'nun görevinden ayrılmasının söz konusu olmadığı öğrenildi.",Spor
Fenerbahçe'nin Hollandalı yıldızı Robin Van Persie'de son dakika gelişmesi... Antrenmanlara çıkması beklenen yıldız oyuncunun kendini iyi hissetmemesi nedeniyle bir hafta daha idmana çıkmayacağı öğrenildi.,Spor
"Spor yorumcusu Rıdvan Dilmen, TRT SPOR'da yayınlanan Futbolun Zirvesi programında haftanın futbol gündemini değerlendirdi. ",Spor
A Milli Takım'ın Romanya ile oynadığı karşılaşmada dizinden sakatlanan Ozan Tufan'ın durumunun ciddi olmadığı öğrenildi.,Spor
Fenerbahçe'de ligdeki kötü gidişata son verilemesi için başkan Aziz Yıldırım da devreye girdi.,Spor
"2018 FIFA Dünya Kupası Avrupa Elemeleri Play-Offları'nda İsveç'e 2 maç sonunda gol atamadan elenen İtalya'da, teknik direktör Gian Piero Ventura ile yolların ayrılması beklenirken, İtalya Milli Takımı için yeni adaylar da ortaya atılmaya başlandı.",Spor
"ABD'nin Phoenix Rising takımında forma giyen Fildişi Sahilli golcü Didier Drogba, gelecek sezonun sonunda futbolculuk kariyerini noktalayacağını açıkladı.",Spor
"Hazırlık maçında Arjantin, 2-0 öne geçtiği maçta Nijerya'ya 4-2 kaybetti.",Spor
"Trabzonspor'un deneyimli kalecisi Onur Kıvrak, yabancı sınırı ve Türk futbolu hakkında açıklamalar yaptı.",Spor
Ümit Milli Takımımız 2019 U21 Avrupa Şampiyonası Grup Elemeleri beşinci maçında grup lideri Belçika'ya 2-1 mağlup oldu.,Spor
Galatasaray'da sezona flaş bir başlangıç yapan ve Bafetimbi Gomis'in ardından takımın en golcü oyuncusu olan Tolga Ciğerci'den gelen haber teknik heyeti rahatlattı. ,Spor
"İspanya Profesyonel Futbol Ligi (LFP) Başkanı Javier Tebas, İspanya 1. Futbol Ligi'nde (La Liga) gelecek sezon Video Yardımcı Hakem (VAR) uygulamasına geçileceğini açıkladı.",Spor
"Hırvatistan Futbol Federasyonu (HNS), milli takım teknik direktörü Zlatko Dalic'in Rusya'da düzenlenecek 2018 FIFA Dünya Kupası'nda takımın başında olacağını duyurdu.",Spor
"Play-off turunda İtalya'yı eleyerek Dünya Kupası bileti alan İsveç Milli Takımı'nın oyuncuları, ülke basınında kahraman olarak gösterildi. ",Spor
NBA'de milli basketbolcumuz Ömer Aşık'ın formasını giydiği Houston Rockets sahasında New Orleans Hornets'i konuk etti.,Spor
"THY Euroleague'de Fenerbahçe Ülker, gruptaki 6. maçında Rusya deplasmanında Khimki'ye tartışmalı bir son saniye basketinin ardından 71-70 mağlup oldu.",Spor
Yunanistan Birinci Futbol Ligi takımlarından Panathinaikos'un teknik direktörü Jesualdo Ferreira'nın görevine son verildi. ,Spor
"Spor Toto Süper Lig'in 12. haftasında yarın Kardemir Karabükspor'u ağırlayacak ""Cim Bom"", maçı 3 puanla tamamlayarak hem liderliğini korumak, hem de Manchester United maçı öncesi moral kazanmak istiyor ",Spor
"Spor Toto Süper Lig'de, hakemler 11 haftada 17 kez penaltı kararı verirken, 16 atış golle sonuçlandı ",Spor
İsveç'in İngiltere'yi 4-2 mağlup ettiği hazırlık karşılaşmasında Zlatan Ibrahimovic birbirinden güzel 4 gole imza attı ,Spor
"Kulüpler Birliği Başkanı Dursun Özbek, video hakem uygulamasının gelecek sezon uygulamaya geçeceğini, mevcut yabancı sayısının da 2019 sezonu sonuna kadar devam edeceğini açıkladı.",Spor
"Beşiktaş, yeni sözleşme isteyen 34 yaşındaki Kanadalı ile ilgili kararını sezon sonuna bıraktı. ",Spor
Beşiktaş'a Portekiz Milli Takımı'nın ABD ile oynadığı maçta sakatlanan Pepe'den müjdeli haber geldi.,Spor
"Beşiktaş ile Fenerbahçe'nin transfer listesinde bulunan Marouane Fellaini, Manchester United'ın yaptığı ilk sözleşme uzatma teklifini reddetti. ",Spor
"Avrupa'dan birçok talibi bulunmasına rağmen Oğuzhan Özyakup, yeni sözleşme imzalayıp, tarih bölümünü de boş bıraktı. Kaptan, takımına para kazandırmadan ayrılmayacak.",Spor
"Dünya Kupası Kıtalararası Elemeleri play off rövanş maçında Avustralya, Orta Amerika takımı Honduras'ı 3-1 yendi ve Dünya Kupası'na katılma hakkı elde etti. ",Spor
"Galatasaray'da bu sezon ligde tek bir dakika bile forma giymeyen 7 oyuncu, maaş bütçesinde 8 milyon Euro'luk yer kaplıyor.",Spor
Genç yıldız Okay Yokuşlu'yu izlemek için Trabzon'dan izin isteyen West Bromwich'in devre arasında teklifini sunacağı öğrenildi.,Spor
"Sezon başı kadro dışı bırakılan ve A Takım'dan ayrı çalışan Hakan Balta, futbolu bırakma kararı aldı.",Spor
"Türkiye Futbol Federasyonu (TFF) Başkan Vekili ve Milli Takımlardan Sorumlu Yönetim Kurulu Üyesi Ali Dürüst, A Milli Futbol Takımı Teknik Direktörü Mircea Lucescu'yla yolları ayırmak gibi bir düşüncelerinin olmadığını söyledi.",Spor
"Turkish Airlines EuroLeague'de temsilcimiz Anadolu Efes, üst üste ikinci zorlu deplasmanında Maccabi Fox Tel Aviv'i de 92-72 ile geçmeyi başardı.",Spor
"Sezon başında adı Galatasaray'la anılan Max Meyer hakkında, Alman kulübünden açıklama geldi.",Spor
Ziraat Türkiye Kupası 5'inci turunda oynanacak ilk maçların programı belli oldu.,Spor
"Anadolu Efes, Derrick Brown'ın sakatlığı sonrası transfer ettiği Justin Doellman ile yollarını ayıracak.",Spor
"İspanya Birinci Futbol Ligi (La Liga) ekibi Athletic Bilbao, golcü oyuncusu Aritz Aduriz'in sözleşmesini bir yıllığına uzattı.",Spor
Play-Off'ta İtalya'yı yıkıp Dünya Kupası biletini kapan İsveç'te gözler şimdiden Zlatan İbrahimovic'e çevrildi. Euro 2016 sonrasında milli takımı bırakan 36 yaşındaki futbolcunun geri dönmesi gündemde.,Spor
Fildişi Sahili Milli Takımı'nın Belçikalı teknik direktörü Marc Wilmots görevinden ayrıldı.,Spor
"ATP Dünya Turu Finalleri'nin üçüncü gününde İsviçreli Roger Federer, Alman Alexander Zverev'i 2-1 yendi.",Spor
"Süper Lig'in geride kalan bölümünde 17 puan toplayan Göztepe, ilk devrenin son 6 haftasının 4'ünde deplasmanda puan arayacak.",Spor
"Tenis: ATP Dünya Turu Finalleri Boris Becker Grubu'nda günün ilk maçında Jack Sock, Marin Cilic'i 2-1 yendi",Spor
"Tecrübeli forvet Sow, ara transfer döneminde Türkiye'ye dönme konusunda umutlu.",Spor
"2019 Avrupa Kadınlar Basketbol Şampiyonası Elemeleri B Grubu 2'nci maçında Türkiye, Polonya'yı 73-53 mağlup etti",Spor
Sezon başında Fenerbahçe'ye gelmek isteyen fakat transferi son anda gerçekleşmeyen Samuel Eto'o için girişimlere yeniden başlandı.,Spor
"Göztepe Kulübü Başkanı Mehmet Sepil, transferle ilgili teknik direktör raporunu beklediklerini belirterek, Selçuk İnan ve Yasin Öztekin transferleriyle ilgili, “Hepsi çok iyi oyuncular ama şu anda bir gelişme yok” dedi.",Spor
"Fenerbahçe, transfer gündemine Juventus'tan Sami Khedira'yı aldı.",Spor
Beşiktaş'ın Şenol Güneş'in sözleşmesini 2019 yılına kadar uzattığına yönelik haberler gündemi meşgul ederken gerçek ortaya çıktı. ,Spor
"Fas asıllı İspanyol futbolcu Munir El Haddadi, 2018 Dünya Kupası'na katılmaya hak kazanan Fas Milli Takımı'nın formasını giyebilmek için girişim başlattı.",Spor
"Medipol Başakşehir'in orta saha oyuncusu Gökhan İnler, hafta sonunda Galatasaray ile müthiş bir maç oynayacaklarını söyledi. ",Spor
"Kulüpler Birliği Başkanı Dursun Özbek, toplantı sonrasında açıklamalarda bulundu.",Spor
"Sezon sonunda Arsenal ile olan sözleşmesi sona erecek olan Mesut Özil'in alternatifi bulundu. Arsenal, Mesut Özil'in takımdan ayrılma ihtimaline karşın Lyon'dan Nabil Fekir'i kadrosuna katmak istiyor. ",Spor
"Beşiktaş'ın Portkizli yıldızı Pepe, ABD ile oynanan hazırlık mücadelesinde sakatlanmış ve oyuna devam edememişti. Pepe'nin yapılan kontroller sonrası durumunun ciddi olmadığı ve tedbir amaçlı oyundan alındığı öğrenildi. ",Spor
Şenol Güneş A Milli Takım'ın başına geçiyor,Spor
"Galatasaray'da sezon başı kadro dışı bırakılan ve A Takım'dan ayrı çalışan Hakan Balta, futbolu bırakma kararı aldı.",Spor
"Fenerbahçe, Fernandao'yu isteyen Bursaspor'a karşı teklif yapmaya hazırlanıyor.",Spor
Beşiktaş'ta teknik direktör Şenol Güneş salı günü oynanacak Porto maçını düşünerek Akhisar mücadelesinde Babel'in yerine Lens'i 11'de başlatmayı planlıyor.,Spor
"Sakatlık riskiyle çıktığı milli maçta dizini tuttuğu bir pozisyonda topa koşamadığı için tribünlerin ıslıkladığı Ozan, gösterilen tepki karşısında büyük üzüntü yaşadı.",Spor
"NBA'e 9 maçla devam edildi. Amerikan Basketbol Ligi'nde (NBA) Cleveland Cavaliers, 23 sayı geri düştüğü New York Knicks deplasmanından 104-101 galip ayrılmayı başardı.",Spor
"Tahincioğlu Basketbol Süper Ligi 6'ncı hafta karşılaşmasında Darüşşafaka, Fenerbahçe Doğuş'u 84-78 mağlup etti.",Spor
Tahincioğlu Basketbol Süper Ligi'nin 6. haftasında Anadolu Efes sahasında Yeşilgiresun Belediyespor'u 97-93 yendi.  ,Spor
Formula 1 Dünya Şampiyonası'nın 19. yarışı Brezilya Grand Prix'sinde Ferrari takımının Alman pilotu Sebastian Vettel birinci oldu.,Spor
"Fenerbahçe ""Dönmezsen dönme"" dediği Van Persie'nin ücreti için FIFA'nın kapısını çaldı. FIFA, doktor raporlarıyla sakatlığı sabit olduğu sürece maaşı ödemeyi kabul etti.",Spor
"Beşiktaş, sağ bek bölgesi için Bayern Münih'ten Rafinha'ya kancayı taktı. Kara Kartal, sezon sonunda sözleşmesi bitecek olan 32 yaşındaki yıldızı, ocak ayında kadroya katmak istiyor.",Spor
"Bayern MÜnih'in yıldız oyuncusu David Alaba, çocukluğundan bu yana Galatasaray taraftarı olduğunu söyledi.",Spor
"Ligde geride kalan 11 haftada kalesinde 26 golle en fazla gol yiyen ekip olan Gençlerbirliği, savunmasındaki bu soruna Ahmet Çalık ile son vermeyi planlıyor. ",Spor
"Trabzonspor, Süper Lig'in 12. haftasında 19 Kasım Pazar günü sahasında Osmanlıspor ile yapacağı maçın hazırlıklarını sürdürdü.",Spor
Süper Lig'de heyecan milli aranın ardından kaldığı yerden devam ediyor. Ligin 12. haftasında oynanacak olan maçların hakemleri belli oldu. ,Spor
2018 Dünya Kupası Rusya'da düzenlenecek. Dev turnuvada 32 takım şampiyon olmak için mücadele edecek. ,Spor
THY Euroleague'de 7. haftanın en değerli oyuncusu (MVP) Anadolu Efes'in Amerikalı basketbolcusu Errick McCollum oldu.,Spor
Başakşehir'de Galatasaray maçı öncesi Emre ve Mahmut'tan iyi haber geldi. ,Spor
"İngiliz basını, Fenerbahçe'nin Swansea'den Luciano Narsingh'i transfer etmek istediğini öne sürdü. ",Spor
"FIFA kokartlı hakemlerden Ali Palabıyık, Galatasaray'ın bu hafta deplasmanda oynayacağı Medipol Başakşehir maçıyla birlikte 14. kez sarı-kırmızılıların karşılaşmasını yönetecek.",Spor
Galatasaray'ın Arda Turan transferi için sponsor arayışı NEF'in devreye girmesi ile son buldu.,Spor
"Dünya Kupası Kıtalararası play off rövanş maçında Peru, 0-0 biten ilk maçın rövanşında rakibi Yeni Zelanda'yı 2-0 yenerek adını 2018 Dünya Kupası'na yazdırdı.",Spor
"Galatasaray Odeabank, T.J. Cline'ın sözleşmesi feshedildiğini resmen açıkladı",Spor
"Siyah-Beyazlılar'ı ligde üst üste iki kez şampiyonlukla buluşturan, Kara Kartal'la Avrupa'da da rekor üstüne rekor kıran Şenol Güneş'in, Beşiktaş'la olan sözleşmesi resmen uzatıldı. ",Spor
Milli takıma da seçilmesiyle tüm dikkatleri üzerine çeken Deniz Türüç için Kayserispor açık kapı bıraktı.,Spor
"Brezilya Serie A'da 35. hafta karşılaşmasında Corinthians, Fluminense'yi 3-1 mağlup etti. Corinthians aldığı bu sonuçla sezon bitimine 3 hafta kala şampiyonluğu ilan etti.",Spor
THY Avrupa Ligi'nin 7. hafta maçında Fenerbahçe Doğuş sahasında Yunanistan'ın Olympiakos takımına uzatmada 90-83 yenildi.,Spor
"THY Avrupa Ligi'nde Anadolu Efes'in Sırp basketbolcusu Vladimir Stimac, 6. haftanın en değerli oyuncusu (MVP) seçildi.",Spor
"MotoGP Dünya Şampiyonası'nın 18. yarışı Valencia Grand Prix'sinde 3. sırayı alan Repsol Honda'dan İspanyol Marc Marquez, şampiyon oldu.",Spor
Beşiktaş'ın gözdesi milli oyuncu Kenan Karaman'ı Inter kaptı!,Spor
Altay maçı öncesi taraftarlar Karşıyaka'nın tesislerini bastı,Spor
